Row Labels,General,Occupations,Active Learning,Active Listening,Complex Problem Solving,Coordination,Critical Thinking,Equipment Maintenance,Equipment Selection,Installation,Instructing,Judgment and Decision Making,Learning Strategies,Management of Financial Resources,Management of Material Resources,Management of Personnel Resources,Mathematics,Monitoring,Negotiation,Operation and Control,Operations Analysis,Operations Monitoring,Persuasion,Programming,Quality Control Analysis,Reading Comprehension,Repairing,Science,Service Orientation,Social Perceptiveness,Speaking,Systems Analysis,Systems Evaluation,Technology Design,Time Management,Troubleshooting,Writing
29,,"Opticians, Dispensing",3,3.88,3,3.25,3.5,1.5,2.12,1,2.88,3,2.62,1.88,2,2.75,2.88,3,2.75,2.38,2.12,2.5,3.25,1.5,2.62,3.75,1.88,1.75,3.5,3.25,4,2.12,2.5,1.88,3,2,3.25
29,,Optometrists,3.12,4.12,3.38,3.38,4.12,1,1,1,3.25,3.38,3.12,2.12,2.12,3.12,3,3.25,3,2.25,2.12,2.12,3.25,1.88,2.5,4.12,1,3.75,3.25,3.88,4,3,3,1.88,3.25,2,4
29,,Oral and Maxillofacial Surgeons,3.88,3.88,4.12,3.62,4,1.88,2.12,1,2.88,4.12,2.88,2,2,2.75,2.62,3.88,2.62,2.88,3.12,2.75,2.75,1.5,2.75,4,1.88,3.5,3.25,3.75,3.88,3.25,3,2,3.38,1.88,3.5
29,,Orthodontists,3.75,4,3.88,3.75,4,1,2,1.12,3.12,3.88,3,1.88,2.12,3.12,2.25,3.75,3,2.25,3.25,2.5,3.12,1.25,2.12,3.75,1,3.62,3.12,3.88,4,3.12,2.88,2,3.75,2,3.38
29,,Orthoptists,3.25,4,3.38,3,4,1,1.25,1,3.25,3.38,3.25,1.5,1.5,2.38,2.75,3.12,2.25,1.5,2.75,2,2.88,1.75,1.75,3.62,1,3.62,3.38,3.75,3.88,3.12,3.12,1.88,3,1,3.5
29,,Orthotists and Prosthetists,3.75,4,3.88,3.25,4,1.75,2.25,1,3,3.25,3,1.62,2,2.5,3,3.25,2.62,2.25,3.12,3,3,1.62,3,4.12,2,2.75,3.88,3.75,4,3,3,3,3,2.12,4
29,,Patient Representatives,3.25,4.12,3.25,3.88,3.62,1,1,1,2.88,3.25,2.75,2.12,2,2.75,2,3.12,3,1,1.25,1.88,3.62,1.75,1.12,3.88,1,1.88,4,4,3.88,2.88,2.75,1.75,3.38,1,3.25
29,,"Pediatricians, General",4,4.12,4,3.38,4.25,1,1,1,3.38,4.25,3.25,2.12,2,2.88,2.38,4,3,1,2.88,1.88,3.25,1.38,1.88,4.12,1,4,3.88,4,4.25,2.88,3,1.38,3,1.75,4
29,,Pharmacists,3.62,4,3.62,3.38,3.88,1,1.25,1,3.38,3.75,3.12,2.38,2.75,3.38,3.25,3.88,2.88,1.5,2.62,2.25,2.88,1.5,2.62,4,1,3.38,3.62,3.62,4,3,3,1.62,3.62,1.75,3.88
29,,Pharmacy Technicians,3.12,4,3.12,3,3.25,1,1,1,2.25,3.12,2.88,1.75,2.12,2.5,3,3.12,2,2.12,1.75,2.25,2.5,1.5,2.12,3.75,1,1.88,3.12,3.12,3.75,2.38,2.12,1.75,3,1.75,3
29,,Physical Medicine and Rehabilitation Physicians,3.62,4,3.75,3.75,4.12,1,1.25,1,3.62,3.88,3.12,1.88,2,3,2.88,3.75,2.62,1.88,2.12,2.12,3.25,1.75,2.62,4,1,3.25,3.62,4,4,3,3.25,2,3.5,1.88,3.75
29,,Physical Therapists,3.12,4,3.38,3.25,4,1.38,1.75,1.12,3.38,3.75,3.12,2,2,2.88,2.12,3.88,3,2,2.75,2.25,3,1.62,2,4,1.38,2.62,4,4,4,3.12,3.12,1.88,3.62,2,3.88
29,,Physician Assistants,3.88,4,3.88,3.25,4.12,1,1.12,1,3.12,4,3.12,2.12,2.25,3,3,3.88,3.12,1,2.62,2.25,3.25,1.88,2.38,4.12,1,3.62,4,4,4,3.12,3.25,1.88,3.25,2,4
29,,"Physicians, Pathologists",4,4,4,3,4.12,1,1.62,1,3.25,3.88,3.12,2.62,2.75,3.12,3,3.5,3,2,2,2.25,3,1.88,2.75,4.25,1,4,3,3.12,3.88,3,3,1.88,3.25,2,4.12
29,,Podiatrists,4,4,3.75,3.38,4,1,2.25,1,3,3.88,3.25,2.25,2.25,3,2.88,3.88,2.62,2.12,2.62,2.25,2.88,1.5,2.38,4,1,3.5,3.25,3.88,4,3.12,3.12,2.25,3,2,3.88
29,,Preventive Medicine Physicians,4.12,4.12,4,3.88,4.25,1,1,1,3.5,4,3.75,1.88,1.75,3.5,3.12,3.88,3.12,1.62,2.62,1.62,3.38,1.88,2.38,4.38,1,3.88,3.75,4,4,3.62,3.75,1.62,3.62,1,4
29,,Prosthodontists,3,4,3.75,3.25,3.88,1.75,2,1.38,3.25,3.38,2.88,2,2.25,3.25,2.12,3.5,2.75,2.25,3,2.5,2.88,1.62,2.5,3.5,1.75,3,3.25,3.88,4,2.75,2.5,2.12,3.25,2.38,3.38
29,,Psychiatric Technicians,3,3.88,3,3.5,3.62,1,1.12,1,3.12,3.38,3.12,1.5,1.75,3,2,3.88,3,1.88,1.62,2,3.12,1.5,2,3.75,1,1.88,3.5,4.12,4,3,2.88,1.75,3,1.88,3.25
29,,Psychiatrists,4,4.62,3.88,3.88,4.25,1,1,1,3.5,4.12,3.75,1.62,1.62,2.75,2.5,4,3.25,1.25,3.25,1.62,3.5,1.5,1.38,4.12,1,3.88,3.88,4.5,4.25,3.25,3.25,1.5,3.25,1,4.12
29,,Radiation Therapists,3,3.75,3.12,3.25,3.5,2.75,2.62,1,3,2.88,2.88,2,2.12,2.88,2.75,3.25,2.62,3.12,2.62,3.38,2.62,1.75,2.88,3.75,2.25,2.75,3.25,3.38,3.25,2.62,2.62,1.88,3.12,2.88,3.12
29,,Radiologic Technologists and Technicians,2.88,3.75,2.62,3.12,3.25,1.88,2.25,1,2.75,3,2.75,1.38,1.62,2.62,2,3.38,2.38,3.25,1.38,3.12,2.25,1.75,3,3.5,1.75,2.12,3.5,3.62,3.5,2.5,2.38,1.62,3,2.62,3
29,,Radiologists,3.62,4.12,3.88,3.12,4.12,1,1.38,1,3.62,4,3.38,2,2.25,3.25,2.75,3.88,2.75,2.5,1.38,3.38,3,1.62,2.75,4.12,1,3.5,3.38,3.75,4,3.12,2.88,1.75,3.5,1.88,4.25
29,,Recreational Therapists,3.38,4,3.5,4,3.88,1,1.38,1,3.88,3.12,3.38,1.88,2,2.75,2,3.38,3.12,1.75,2.75,1.75,3.38,1.5,1.88,3.88,1,2,4.12,4,4,3,3,1.88,3.25,1.5,3.88
29,,Registered Nurses,3.5,4,3.5,4,4,1,1.88,1,3.25,3.88,3.25,1.62,1.88,2.62,2.88,3.75,2.75,2.25,2,3,2.88,1.62,2.88,3.88,1.12,2.88,4,4.12,4,3,3,1.88,3.12,1.88,3.75
29,,Respiratory Therapists,3.62,3.88,3.38,3.38,3.88,2.25,2.38,1,3.25,3.38,3.12,1.88,2,2.88,2.75,3.88,2.88,2.88,2.12,3,2.88,1.5,3,3.62,2.25,3,3.62,3.62,3.75,2.88,2.88,2.12,3.12,2.38,3.12
29,,Speech-Language Pathologists,3.88,4.12,3.88,3.25,4.12,1,1.5,1,3.88,3.75,4,1,1.12,2.38,2,3.88,2.88,1.62,3,2.12,2.88,1.62,2.25,4.12,1,2.88,3.75,4.12,4,3.12,3.12,1.88,3.25,1.62,4
29,,Sports Medicine Physicians,3.88,4.38,3.88,3.62,4.25,1,1.5,1,3.75,4.12,3.62,1.88,2,3.12,2.5,4.12,3,2.5,2,2.88,3.5,1.88,2.62,4.5,1,3.25,3.75,3.88,4,3.38,3.62,1.88,3.75,2,3.75
29,,Surgical Assistants,3,4,3.25,3.38,3.62,1,1.75,1.25,2.62,3.12,3.12,1.88,2.12,2.38,2.5,3.62,2.75,2.88,1.5,3.25,2.75,1.5,2.75,3.62,1,2.62,3.38,3.12,3.75,2.75,2.62,1.62,2.88,2.12,3.12
29,,Surgical Technologists,3,3.38,3,3.12,3.12,3,2.38,1,3,3,3,2,3,2.88,2.62,3.75,2.62,3,2,3.25,2.62,1.12,2.88,3,2.5,2.25,3,3,3.12,2.5,2.88,1.88,3.12,2.75,2.88
29,,Urologists,3.5,4.25,4,3.25,4.12,1,1.62,1,3.12,4.25,3,2,1.88,3,2.5,3.75,2.88,2.25,1,2.88,2.88,1.5,2.62,4.25,1,3.88,3.25,3.5,3.75,3.5,3.25,1.38,3.5,2,4.25
29,,Veterinarians,4,4.12,3.88,3.12,3.88,1.12,1.75,1,3,3.88,3,2,2,3,3.12,3.25,2.88,1.88,2.75,2.25,2.88,1.25,2.12,4.12,1,3.88,3.38,3.25,3.88,2.88,3,1.88,3.25,1.88,3.5
29,,Veterinary Technologists and Technicians,3.12,3.75,3.25,3.12,3.75,2.25,2.12,1,2.88,3.12,3,1.88,2.38,2.75,2.75,3.25,2.62,2.62,2,2.88,2.88,1.75,2.38,3.62,2.12,2.88,3.12,3.12,3.62,2.75,2.62,1.88,3,2.5,3.25
31,Healthcare Support Occupations.,Dental Assistants,3.12,3.88,3,2.88,3,1.88,2,1,3.12,2.88,2.5,1.75,2.12,2.25,2.12,3.12,2.5,2.12,1.75,2.62,2.5,1.38,2.5,3.25,1.88,2,3.12,3.12,3.38,2.38,2.12,1.75,2.75,2,3
31,,Endoscopy Technicians,3.12,3.38,3,3,3.5,2.88,2.38,1,2.88,3.12,2.5,1.5,1.88,2.38,2,3.12,2.38,3.12,1.25,3.12,2.5,1.38,2.75,3.62,2.88,1.75,3.12,3.12,3.38,2.5,2.25,1.5,3,2.88,3.25
31,,Home Health Aides,3,3.75,3,3,3.38,1,1,1,3.12,3,3,2,2,2.25,2.25,3.25,2.88,1.38,1.12,2.12,3.12,1,2,3.25,1,1.62,3.62,3.5,3.12,2,2,1.25,3.12,1.75,3.12
31,,Massage Therapists,3,3.62,3,2.38,3,1,1,1,2.25,3.12,2.75,1.38,1.62,1.75,2,3,2,1,1.62,1.38,2,1,1.75,3,1,1.75,3.25,3.25,3.62,2.12,2.25,1.75,2.88,1.38,3
31,,Medical Assistants,3.25,3.88,3,3.5,3.62,1.5,1.62,1,3.12,3,3.12,2,2.12,2.38,2.62,3.5,2.5,2.12,1.62,2.5,2.75,1.5,2.12,3.75,1.5,2.62,3.5,4,3.88,2.38,2.38,1.5,3,1.75,3.38
31,,Medical Equipment Preparers,3,3.25,2.75,3,3.5,2.75,2,2.12,2.12,3,2.75,1.75,2.62,2,2.25,3.38,1.75,2.88,1.38,3.25,2,1.62,3.38,3.12,2.38,1.88,2.75,2.75,3.12,2.5,2.12,1.5,3,3.12,2.88
31,,Medical Transcriptionists,2.88,4.12,2.62,2.5,3,1,1,1,2.12,3,2.12,1,1.12,1.75,1.75,3.12,1.88,1.12,1.62,1.5,1.88,1.38,1.62,4,1,1.5,2.12,2.75,3,1.88,1.88,1.12,3,1,3.88
31,,Nursing Assistants,2.88,3.62,2.62,3.12,3.12,1,1.25,1,2.5,2.88,2.38,1.38,1.62,2,2.12,3.25,1.88,1.62,1.12,2.25,2,1,2.25,3.12,1,1.75,4,3.62,3.12,2,2.12,1.5,2.88,1.88,2.75
31,,Occupational Therapy Aides,3,3.5,3.12,3.38,3.25,1.5,1.25,1,3,3,3,1.5,1.75,2.12,2,3.25,2.5,1.88,1.88,2.38,2.88,1.12,2.12,3.12,1.5,1.62,3.75,3.62,3.62,2.12,2.12,1.5,3,1.88,3.12
31,,Occupational Therapy Assistants,3.25,3.88,3,3.12,3.38,1.62,1.38,1.12,3.25,3.12,3.25,1.75,2,2.62,2.12,3.38,2.88,1.88,1.62,2.38,2.88,1.38,1.88,3.62,1.25,1.88,3.88,3.88,3.88,3,2.88,1.75,3.5,2,3.25
31,,Orderlies,2.12,3.12,2.25,2.88,2.75,1.12,1.25,1,2.12,2.62,2.12,1,1.25,1.88,1.75,2.62,2.38,1.88,1.12,2,2.25,1,1.88,2.5,1,1.25,3.38,3.38,3,1.88,1.75,1.12,2.5,2,2.62
31,,Personal Care Aides,2.75,3.5,2.75,3,3,1,1,1,3,3,2.75,1.38,1.62,1.88,1.88,3.12,2,1.75,1,2.25,2.25,1,2,2.88,1,1.75,3.88,3.62,3.25,2,2,1.38,3,1.75,2.88
31,,Pharmacy Aides,2.88,3.5,2.75,3,3,1.5,1.38,1,2,3,2.5,1.75,2,1.88,2.5,2.75,1.88,1.75,1.5,1.88,2.25,1.5,2,3.25,1.12,1.5,3.38,3.25,3.38,2.12,1.88,1.62,2.62,1.75,2.75
31,,Phlebotomists,3,3.38,2.62,3.12,3.25,1.62,1.75,1,3,2.88,2.88,1.75,1.88,2.5,2.12,3.12,2,2,1.25,2.38,2.5,1.62,2.88,3.12,1.5,2.38,3.62,3.5,3.38,2.25,2.25,1.62,3,2,3.12
31,,Physical Therapist Aides,2.88,3.62,2.88,3.12,3,1.88,1.25,1,3,2.62,2.38,1.25,1.38,2.12,2,3.12,2.25,2.12,1.88,2.5,3,1.25,2.12,3,1,2,3.12,3.38,3.12,2.12,2,1.88,2.88,2,2.88
31,,Physical Therapist Assistants,3.25,4,3.12,3.12,3.25,1.75,2.12,1,3.12,3.12,2.88,1.88,1.88,2.62,2.25,3.75,2.25,2.12,1.88,2.75,3,1.75,2.62,3.25,1.62,2.38,3.25,3.75,3.75,2.75,2.75,1.88,3,2.12,3.25
31,,Psychiatric Aides,3.12,3.62,3,3.38,3.12,1,1,1,3.12,3,3,1.75,1.88,2.25,2,3.75,3.12,2,1.25,2.12,3.12,1,2,3,1,1.62,3.88,4,3.75,2,2.12,1.62,2.88,1.88,3
31,,Speech-Language Pathology Assistants,3.12,4,3.25,2.88,3.12,1.38,1.25,1,3,3.12,3,1.5,1.75,2.12,2,3.38,2.62,1.38,1.5,2.12,2.62,1.38,1.5,3.75,1.12,2,3.38,3.5,3.75,2.62,2.75,1.75,2.88,1.25,3.12
31,,Veterinary Assistants and Laboratory Animal Caretakers,2.88,3.5,2.88,3,3.25,1.62,1.62,1,2.88,2.88,2.12,2,2.25,2.12,2.75,3.12,2.12,2,1.88,2.12,2.12,1.25,2.12,3.12,1.62,2.62,3.12,3,3,2,2.12,1.75,3,2,3.12
33,Protective Service Occupations...,Animal Control Workers,3,3.75,2.88,3,3.5,1.12,1.38,1,2.5,3,2.5,1.62,1.88,2.25,1.88,3,2.62,1.88,1.75,2,2.88,1.38,1.62,3.12,1,1.25,3.12,3.12,3.75,2.12,2.12,1.25,2.88,1.38,3
33,,Bailiffs,2.75,3.25,2.88,2.88,3,1,1,1,2.25,3.25,2.12,1.25,1.38,2.38,1.5,3.38,2.75,1.5,1.12,2,2.88,1.12,1.88,2.88,1,1,2.88,4,3.38,1.88,1.5,1.25,3,1.25,2.25
33,,Correctional Officers and Jailers,3,3.88,3.25,3.5,3.62,1,1,1,3,3.12,3,1.12,1.38,2.5,2,3.88,3.12,2,1.5,2.5,3.25,1.5,2.25,3.5,1,1.62,3,4,4,2.75,2.5,1.62,3,1.88,3.12
33,,Crossing Guards and Flaggers,2.25,2.88,2.38,2.75,2.75,1,1,1,1.88,2.75,1.88,1.38,1.5,1.62,1.62,2.88,2.12,1,1.25,1.62,2.12,1,1.25,2.25,1,1,2.75,3,3.12,1.88,1.75,1,2,1.38,2
33,,Customs and Border Protection Officers,3.38,4,3.12,3.38,4,1,1,1,2.75,3.62,2.62,1.75,1.75,2.75,2.25,3.62,3,2.25,1.5,2.38,3.12,1.5,2.12,3.88,1,1.88,3,3.88,4,2.62,2.38,1.5,3,1.75,3.62
33,,Detectives and Criminal Investigators,3.5,4.38,3.88,3.5,4.12,1,1.5,1,2.88,3.75,2.75,1.75,1.88,2.62,2.25,3.38,3,2.38,1.62,2.5,3.12,1.75,2.25,3.88,1,1.88,3.5,3.88,4.25,2.62,2.88,1.62,3,2,3.38
33,,Fire Inspectors and Investigators,3.12,3.62,3.12,3,3.5,1.12,1.12,1,3.25,3.12,3,2.12,2.12,2.62,2.5,3.25,2.88,2.12,1.88,2.62,3.25,1.62,2.75,3.38,1.25,1.88,3.25,3.38,3.5,2.75,3,1.88,3,2.38,3.5
33,,Firefighters,3.5,3.5,3.25,3.62,3.88,2.88,2.88,1.38,3,3.62,2.88,1.75,2.12,2.38,2.62,3.5,2.62,3.25,1.38,3.25,2.88,1.5,2.88,3.12,2.25,2,3.62,3.38,3.5,2.88,2.88,1.75,3.12,2.62,2.88
33,,First-Line Supervisors of Correctional Officers,3.25,4,3.25,4,4,1,1,1,3.12,3.12,3.12,1.88,2,3.75,2.12,4,3.5,2,2.12,2.12,3.5,1.5,2,3.75,1,1.5,3,4,3.88,3.12,3,1.62,3.25,1.75,3.5
33,,First-Line Supervisors of Firefighting and Prevention Workers,3.25,4,3.5,3.62,3.88,2.25,2.25,1.25,3.5,3.62,3.12,2,2.5,3.62,2.5,3.62,3.12,2.62,1.75,3,3.12,1.75,2.5,3.62,2,1.62,3.62,3.75,3.62,2.75,3,1.75,3.5,2.25,3.25
33,,First-Line Supervisors of Police and Detectives,3.88,4.12,3.75,4,4,1,1,1,3.88,3.62,3.75,2.5,2.75,4,2.5,4,3.25,2.5,2.38,2.5,3.75,1.75,2.25,3.88,1,1.75,3.38,4,4,3.25,3.25,1.75,3.88,1.88,3.62
33,,Fish and Game Wardens,3,3.88,3.38,3.25,3.88,2,1.88,1,3,3.5,2.88,1.62,1.62,2.5,2.62,3.38,2.88,2.88,2.38,3,3.38,1.5,2.5,3.62,2,2.75,3.12,3.38,3.75,3.12,3,1.75,3,2.25,3.12
33,,Forest Fire Inspectors and Prevention Specialists,3,3.62,3.5,3.75,4,2.25,2.25,1,3.25,3.62,3.12,1.88,2,3.12,2.12,3.38,2.88,2.38,1.62,2.62,3,1.62,2.25,3.12,1.88,1.88,2.88,3,3.75,2.75,2.88,1.75,3.12,2.25,3.12
33,,Gambling Surveillance Officers and Gambling Investigators,3.12,3.25,3,2.88,3.75,1,1,1,3,3.38,2.5,1.62,1.62,2.62,2.12,4.12,2.38,2,1.5,2.38,2.5,1.38,2.25,3.25,1.25,1.25,2.62,3.12,3.62,2.5,2.38,1.62,2.88,1.75,3.12
33,,Intelligence Analysts,3.5,4.12,3.5,3.12,4,1,1,1,3,3.25,3,1.88,1.88,2.12,2.88,3.12,3.12,1,2,2,3.12,2,1.12,4.12,1,2,3,3.12,4,2.88,3,1.88,2.88,1,4
33,,"Lifeguards, Ski Patrol, and Other Recreational Protective Service Workers",2.75,3.12,3,3,3,1.25,1.38,1,2.75,3,3.12,1.12,1.25,2,1.38,3.75,2,1.38,1.25,2.12,2.5,1,1.88,2.88,1.25,1.5,3.25,3.38,3.5,1.88,2,1,2.38,1.62,2.5
33,,Parking Enforcement Workers,2.88,3.12,2.75,3,3.12,2.25,1.75,1,2.88,2.88,2.25,1.38,1.38,2.38,2.12,3.25,2.75,2.62,1.25,2.38,2.75,1.5,2.12,3,1.75,1,3,3.12,3.25,2.12,2.12,1.38,3,2.25,2.88
33,,Police and Sheriff's Patrol Officers,3.75,3.88,3.25,3.62,3.75,1.12,1.25,1,3.12,3.62,2.62,1.75,1.88,2.75,2.25,3.5,3.38,2.38,1.12,2.62,3.62,1.5,1.75,3.62,1,1.38,3.5,3.88,3.88,2.5,2.38,1.62,3.25,1.75,3.25
33,,Police Identification and Records Officers,3.12,3.88,3.25,2.88,3.88,1,1.25,1,3,3.12,2.75,1.75,1.75,2.25,2.12,3.12,2.75,2.5,1.5,2.75,2.75,1.5,2.12,3.62,1,1.75,2.75,3.12,3.75,2.75,2.25,1.75,3,1.75,3.38
33,,Private Detectives and Investigators,3.38,4.12,3.75,3,3.88,1,1.25,1,2.25,3.38,2.5,1.75,1.88,2.25,2.25,3.38,2.88,2.12,1.88,1.88,2.88,1.75,1.75,3.88,1,1.5,3,3.5,4,2.88,2.75,1.62,3,1.38,3.62
33,,Retail Loss Prevention Specialists,3.25,3.5,3,3.12,3.75,1,1.12,1,2.88,3.38,2.88,2,1.88,2.88,2.62,3.5,2.75,1.88,1.38,2.62,2.75,1.62,2.38,3.25,1,1.25,2.88,3.38,3.5,3,2.88,1.62,3,2.25,3.12
33,,Security Guards,3,3.5,2.5,3.12,3.12,1.12,1.12,1,2.38,2.75,2.5,1.25,1.38,2,1.75,3.25,2.5,2.12,1.5,2.38,2.75,1,1.75,3.12,1.12,1.5,2.75,3,3.25,1.75,2,1.12,2.38,1.88,3
33,,Transit and Railroad Police,3.25,4,3.75,3.25,3.88,1,1,1,3,3.25,2.88,2,2,2.88,2,3.38,3.12,2.5,1.88,2.75,3,1.62,2,3.12,1,1.12,3.12,3.38,4,3,2.38,1.5,3,1.88,3.25
33,,Transportation Security Screeners,2.88,3.25,2.75,3.25,3.25,2,1.88,1,2.88,3.12,2.5,1.62,1.88,2.5,1.88,3.38,2.62,2.62,1.88,2.75,3,1.5,2.5,3,1.62,1.75,3,3.25,3.38,2.12,2.38,1,2.62,2.25,2.88
35,Food Preparation and Serving Related Occupations,Baristas,2.62,3.5,2.38,3,2.88,2.12,1.62,1,2.25,2.38,2.38,1.75,1.88,2.12,2.12,3,2.5,2.75,1.12,2.5,2.75,1,2.25,3,2,1,3.38,3.12,3.38,1.75,1.75,1.38,2.62,2.12,2.62
35,,Bartenders,3,3.75,3,3.12,3.12,1.12,1.25,1,3,2.88,2.88,2.25,2.38,2.5,2.25,3,2.88,1.62,1,2,3.12,1.25,2.25,3,1,1,3.62,3.25,3.12,2.25,2.25,1.5,3,1.88,2.75
35,,Chefs and Head Cooks,3.12,3.75,3.25,4,3.75,2,2.12,1,3.25,3.62,3.12,3,3.12,3.62,3.12,3.88,3.25,2.25,2.5,3,3.12,1.5,3.25,3.12,1.88,1.62,3.38,3.62,3.88,3,2.88,1.75,3.88,2,3.12
35,,"Cooks, Fast Food",2.38,3,2,2.75,2.62,1,1,1,2.12,2.38,2,1.62,1.5,2,2,2.62,2.12,1.75,1.25,2.12,2.25,1,1.75,2.62,1,1,3,2.75,2.75,2,2,1.25,2.5,1,2
35,,"Cooks, Institution and Cafeteria",2.88,3,3,3,3,1.25,1.5,1,2.75,3.12,2.75,2.25,2.62,3,2.88,3.12,2.5,2.88,1.88,3.12,2.62,1,3.12,2.88,1,1,3.12,2.88,3.12,2.5,2.38,1.62,3,2,2.75
35,,"Cooks, Private Household",3,3,2.75,2.88,3.25,1,1.62,1,1.5,3,2.5,2.62,3.12,2.5,2.25,3,1.88,2.38,2.25,2.38,2.75,1.25,2.38,3,1,1.5,3.25,3,3,2.12,2.12,1.75,3,2,2.75
35,,"Cooks, Restaurant",2.75,3,2.25,3,3,1,1.75,1,2.12,2.88,2.12,2.12,2.25,2.62,2.5,3.12,2.38,2.25,1.62,2.75,2.38,1.12,2.75,2.88,1,1.25,2.38,2.88,3,2.25,2.25,1.25,3,2,2.25
35,,"Cooks, Short Order",2.88,3.25,2.88,3,3,1,1.25,1,2.25,2.62,2.12,1.88,2.25,2.5,2,2.88,2.62,1.62,1.12,2.12,2.75,1.12,2,3,1,1,3,2.88,3,1.62,2,1.75,3,2,2.25
35,,Dining Room and Cafeteria Attendants and Bartender Helpers,2.12,3,2,3,2.75,1,1,1,2,2.88,2,2,2,2.25,1.88,2.88,2,1.75,1.12,2.12,2,1.12,2,2.38,1,1,3,2.88,2.88,2,2,1.12,2.25,2,2
35,,Dishwashers,2,2.75,2.12,2.75,2.62,2.12,2,1,2,2.5,2,1.75,1.88,2,2,2.62,2,2.75,1.12,2.75,2,1,2.62,2,2,1,2.25,2.62,2.75,2,2,1.12,2.88,2,2
35,,Fast Food and Counter Workers,1.75,3.12,2,3,2.88,1,1,1,2.25,2.62,2.25,1.62,2.25,2.38,2.25,2.75,2,1.88,1.25,2.12,2.25,1,2.12,2.5,1,1.12,3.25,3.12,2.75,1.88,2,1.5,2.38,1.75,2.12
35,,First-Line Supervisors of Food Preparation and Serving Workers,3,3.75,3.12,3.88,3.25,1.12,1.12,1,3.62,3.12,3.12,3.12,2.88,3.62,3,3.88,3,2,1.88,2.12,3.25,1.38,2.88,3.38,1,1,3.75,3.38,3.88,3,3.12,1.62,3.12,2,2.88
35,,Food Preparation Workers,2.38,3,2.25,3,2.88,1,1.12,1,2.25,2.62,2.38,1.38,1.62,2.25,2.12,2.88,2.25,2,1.12,2,2.38,1,2.12,2.62,1,1,3,3,3,2.12,2.12,1.12,3,1.88,2.25
35,,"Food Servers, Nonrestaurant",2,3,2.12,2.88,2.88,1.12,1.12,1,2.12,2.75,2,1.88,1.88,2.25,2,2.75,2.12,2,1.5,2.12,2.12,1.12,2.12,2.88,1,1,3,2.88,3,2,2,1.75,2.88,2,2
35,,"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop",2.62,3.62,2.25,3,2.88,1,1,1,2.5,2.5,2.25,1.25,1.25,2.25,2.12,2.75,2.88,1.12,1,1.5,2.75,1.25,1.62,2.88,1,1,3.25,3.25,3.38,2.12,1.88,1.12,2.62,1.25,2.38
35,,Waiters and Waitresses,2.88,3.75,2.88,3.12,2.88,1,1,1,2.38,2.88,2.38,1.5,1.5,2.12,2.12,3,2.62,1.62,1,1.88,2.88,1.12,2,2.75,1,1,3.62,3.5,3.62,2,2,1.12,2.75,1.62,2
37,Building and Grounds Cleaning and Maintenance Occupations,First-Line Supervisors of Housekeeping and Janitorial Workers,2.88,3.12,3.12,3.25,3.12,2.12,2,1,3.12,3,3.12,2.38,2.75,3.38,2.12,3.25,3,2,1.88,2.25,2.88,1,3,3,1.88,1,3.12,3.12,3.25,2.38,2.62,1.38,3.25,2.12,2.88
37,,"First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers",3.12,3.88,3.12,3.75,3.75,2.25,2.25,1.38,3.25,3.25,3.12,2.25,2.88,3.88,2.88,4,2.88,3,2.12,3,3.12,1.62,3.12,3.12,2.12,1.62,3.12,3.25,3.75,2.88,2.88,1.88,4,2.25,3
37,,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",2.5,3,2.12,2.75,2.75,2,1.88,1,2,2.25,1.88,1,1.25,2,1,2.5,1.88,2,1.38,2.12,2,1,2,2.38,2,1,2.5,2.75,2.62,1.75,1.5,1,2.62,2,2
37,,Landscaping and Groundskeeping Workers,2.25,2.75,2.25,2.75,2.88,2.12,2.12,1.12,2,2.5,2.12,1.12,1.5,2.12,1.75,2.5,1.88,3.12,1.25,2.75,2,1,2,2.25,2.25,1.62,2.5,2.5,2.88,1.88,1.88,1.62,2.62,2.12,1.75
37,,Maids and Housekeeping Cleaners,2.12,2.75,2.12,3,2.75,1,1.25,1,2.12,2.12,2.12,1.62,1.88,2.12,1.88,2.75,2.12,1.62,1.12,2,2.12,1,2,2.62,1,1,3.12,2.88,2.75,2,2,1,3,1.88,2.12
37,,Pest Control Workers,3.12,3.75,3.25,3.12,3.75,2.25,2.12,1,2.88,3.12,2.75,2.12,2.12,3,2.62,3.62,3.12,3,1.88,3,3.12,1,2.62,3,2.25,2,3.25,3.38,3.62,2.88,2.62,1.62,3.5,2.5,3.62
37,,"Pesticide Handlers, Sprayers, and Applicators, Vegetation",2.88,3.25,3,3,3.12,2.88,2.25,1,2.38,3,2.25,1.75,1.88,2.5,2.25,2.88,2.38,3,1.25,3,2.38,1,2.38,3,2.25,2,2.5,3,3.12,2.12,2.12,1.38,3.12,2.25,2.5
37,,Tree Trimmers and Pruners,2.62,2.88,3.12,3,3.25,2.75,2.88,1.25,3,2.75,2.25,1.88,1.88,2.75,1.88,3.12,2.25,3.75,1.38,3.62,2.38,1,2.75,2.62,2.25,1.75,2.88,2.62,3,2.25,2,1.62,2.75,2.75,2.5
